sample_id,blocking_violation_count,warning_violation_count,authorization_status_score,authorization_out_of_scope,rag_evidence_count,law_of_war_rule_hit,label
compliance-reference-1127,2.0,4.0,0.191038,0.0,3.0,1.0,1
compliance-reference-1128,2.0,3.0,0.22608,1.0,3.0,0.0,1
compliance-reference-1129,0.0,3.0,0.529817,0.0,1.0,0.0,0
compliance-reference-1130,2.0,4.0,0.58967,0.0,0.0,0.0,1
compliance-reference-1131,2.0,2.0,0.271249,1.0,3.0,1.0,1
compliance-reference-1132,0.0,1.0,0.047603,0.0,4.0,0.0,0
compliance-reference-1133,2.0,3.0,0.343079,0.0,1.0,0.0,1
compliance-reference-1134,2.0,2.0,0.420646,0.0,4.0,0.0,1
compliance-reference-1135,0.0,1.0,0.742603,1.0,2.0,0.0,0
compliance-reference-1136,0.0,2.0,0.710249,0.0,5.0,0.0,0
compliance-reference-1137,2.0,0.0,0.841529,0.0,3.0,0.0,1
compliance-reference-1138,1.0,0.0,0.064406,0.0,0.0,1.0,0
compliance-reference-1139,0.0,0.0,0.61538,0.0,4.0,0.0,0
compliance-reference-1140,1.0,1.0,0.170475,0.0,5.0,0.0,0
compliance-reference-1141,2.0,2.0,0.871657,0.0,1.0,1.0,1
compliance-reference-1142,0.0,3.0,0.878584,0.0,4.0,0.0,0
compliance-reference-1143,0.0,4.0,0.760789,0.0,4.0,1.0,1
compliance-reference-1144,2.0,0.0,0.40559,0.0,2.0,1.0,1
compliance-reference-1145,1.0,3.0,0.44166,1.0,3.0,0.0,1
compliance-reference-1146,2.0,4.0,0.248982,0.0,2.0,0.0,1
compliance-reference-1147,0.0,1.0,0.143433,0.0,4.0,1.0,0
compliance-reference-1148,0.0,2.0,0.837661,0.0,2.0,1.0,0
compliance-reference-1149,0.0,1.0,0.749084,1.0,2.0,0.0,0
compliance-reference-1150,2.0,2.0,0.518935,1.0,4.0,1.0,1
compliance-reference-1151,0.0,4.0,0.746325,0.0,2.0,0.0,0
compliance-reference-1152,0.0,0.0,0.847891,0.0,5.0,1.0,0
compliance-reference-1153,1.0,1.0,0.495528,0.0,2.0,0.0,0
compliance-reference-1154,0.0,0.0,0.09351,0.0,0.0,1.0,0
compliance-reference-1155,2.0,0.0,0.824612,0.0,2.0,1.0,1
compliance-reference-1156,0.0,0.0,0.089358,0.0,3.0,1.0,0
compliance-reference-1157,0.0,0.0,0.959907,0.0,3.0,1.0,0
compliance-reference-1158,0.0,4.0,0.377295,0.0,1.0,0.0,0
compliance-reference-1159,2.0,4.0,0.57269,1.0,5.0,1.0,1
compliance-reference-1160,0.0,0.0,0.406039,0.0,3.0,1.0,0
compliance-reference-1161,0.0,1.0,0.734812,0.0,0.0,0.0,0
compliance-reference-1162,1.0,4.0,0.609758,0.0,3.0,1.0,1
compliance-reference-1163,1.0,3.0,0.183633,0.0,1.0,0.0,1
compliance-reference-1164,0.0,4.0,0.175516,1.0,3.0,1.0,1
compliance-reference-1165,0.0,2.0,0.975542,0.0,4.0,0.0,0
compliance-reference-1166,2.0,3.0,0.375982,1.0,4.0,0.0,1
compliance-reference-1167,0.0,1.0,0.201667,0.0,2.0,1.0,0
compliance-reference-1168,1.0,4.0,0.109759,1.0,0.0,1.0,1
compliance-reference-1169,0.0,3.0,0.631401,0.0,5.0,0.0,0
compliance-reference-1170,2.0,3.0,0.967326,1.0,3.0,0.0,1
compliance-reference-1171,0.0,0.0,0.255514,0.0,4.0,0.0,0
compliance-reference-1172,0.0,0.0,0.782374,1.0,5.0,0.0,0
compliance-reference-1173,0.0,4.0,0.829975,0.0,4.0,0.0,0
compliance-reference-1174,1.0,4.0,0.889064,0.0,4.0,0.0,1
compliance-reference-1175,1.0,3.0,0.093346,1.0,3.0,0.0,1
compliance-reference-1176,0.0,1.0,0.411603,0.0,3.0,1.0,0
compliance-reference-1177,2.0,3.0,0.533199,0.0,3.0,0.0,1
compliance-reference-1178,2.0,3.0,0.046587,0.0,3.0,0.0,1
compliance-reference-1179,2.0,1.0,0.209394,0.0,2.0,0.0,1
compliance-reference-1180,1.0,1.0,0.607072,1.0,0.0,1.0,1
compliance-reference-1181,2.0,0.0,0.166668,0.0,1.0,0.0,1
compliance-reference-1182,0.0,1.0,0.200396,0.0,1.0,0.0,0
compliance-reference-1183,0.0,0.0,0.51942,1.0,0.0,0.0,0
compliance-reference-1184,0.0,1.0,0.903219,0.0,2.0,1.0,0
compliance-reference-1185,0.0,0.0,0.324761,0.0,4.0,1.0,0
compliance-reference-1186,1.0,3.0,0.298382,0.0,2.0,0.0,1
compliance-reference-1187,1.0,4.0,0.946679,0.0,0.0,0.0,1
compliance-reference-1188,1.0,3.0,0.792536,0.0,1.0,0.0,1
compliance-reference-1189,2.0,2.0,0.247136,0.0,0.0,1.0,1
compliance-reference-1190,2.0,4.0,0.001256,1.0,5.0,0.0,1
compliance-reference-1191,2.0,1.0,0.858326,0.0,1.0,1.0,1
compliance-reference-1192,2.0,3.0,0.098356,1.0,0.0,0.0,1
compliance-reference-1193,0.0,2.0,0.292163,0.0,2.0,0.0,0
compliance-reference-1194,2.0,2.0,0.641041,0.0,1.0,0.0,1
compliance-reference-1195,2.0,1.0,0.379953,0.0,2.0,0.0,1
compliance-reference-1196,0.0,3.0,0.451541,1.0,2.0,1.0,1
compliance-reference-1197,2.0,0.0,0.555597,1.0,4.0,0.0,1
compliance-reference-1198,0.0,3.0,0.425059,0.0,2.0,0.0,0
compliance-reference-1199,0.0,4.0,0.493235,0.0,3.0,0.0,0
compliance-reference-1200,1.0,0.0,0.529202,0.0,4.0,0.0,0
