sample_id,coverage,risk_alignment,resource_efficiency,constraint_fit,authorization,lstm_trend,priority,objective_fit,label
decision-reference-0834,0.944486,0.653342,0.210798,0.898303,1.0,0.975237,0.473827,0.528794,1
decision-reference-0835,0.216215,0.19262,0.850175,0.492845,1.0,0.349746,0.330597,0.678368,0
decision-reference-0836,0.004667,0.241803,0.226724,0.63016,1.0,0.894601,0.836479,0.780545,0
decision-reference-0837,0.619368,0.08431,0.836551,0.68623,1.0,0.270422,0.177868,0.785251,1
decision-reference-0838,0.705096,0.13424,0.796046,0.417788,1.0,0.838406,0.672653,0.639344,1
decision-reference-0839,0.517803,0.223772,0.836121,0.325367,1.0,0.379968,0.576682,0.249739,1
decision-reference-0840,0.70241,0.695983,0.317858,0.56313,0.0,0.718244,0.187887,0.708243,1
decision-reference-0841,0.075166,0.580878,0.948721,0.269431,1.0,0.957799,0.664949,0.381988,1
decision-reference-0842,0.478564,0.592796,0.112555,0.446998,1.0,0.491796,0.405219,0.541696,0
decision-reference-0843,0.900155,0.862548,0.060332,0.153419,1.0,0.398281,0.387571,0.261577,1
decision-reference-0844,0.982683,0.752321,0.856694,0.556568,0.0,0.282024,0.645091,0.312945,1
decision-reference-0845,0.123782,0.999709,0.6806,0.776604,1.0,0.714512,0.98074,0.116532,1
decision-reference-0846,0.916086,0.680274,0.656902,0.174542,1.0,0.059765,0.811659,0.003024,1
decision-reference-0847,0.770713,0.381812,0.856477,0.577202,1.0,0.578465,0.594657,0.680372,1
decision-reference-0848,0.289808,0.333781,0.315975,0.880334,1.0,0.997651,0.409991,0.646734,1
decision-reference-0849,0.909018,0.860617,0.359387,0.303231,1.0,0.252935,0.937339,0.593102,1
decision-reference-0850,0.530355,0.175886,0.317311,0.554604,1.0,0.909014,0.281674,0.231556,1
decision-reference-0851,0.951089,0.555033,0.89138,0.436215,0.0,0.470051,0.828604,0.313703,1
decision-reference-0852,0.559022,0.348492,0.962715,0.959509,0.0,0.157331,0.136525,0.131038,0
decision-reference-0853,0.717475,0.149463,0.519081,0.798058,1.0,0.480428,0.85246,0.895269,1
decision-reference-0854,0.226779,0.778916,0.414827,0.918302,1.0,0.870011,0.595642,0.76047,1
decision-reference-0855,0.596778,0.517052,0.820358,0.912652,0.0,0.399106,0.206494,0.837485,1
decision-reference-0856,0.439011,0.467883,0.327428,0.275784,1.0,0.202423,0.785916,0.198813,0
decision-reference-0857,0.542487,0.749854,0.446322,0.072551,1.0,0.752495,0.094481,0.004205,0
decision-reference-0858,0.039284,0.400455,0.274701,0.406983,1.0,0.436861,0.607217,0.237624,0
decision-reference-0859,0.621403,0.505162,0.166298,0.989845,1.0,0.343937,0.942257,0.874347,1
decision-reference-0860,0.542611,0.81622,0.907292,0.582117,0.0,0.880855,0.826767,0.203375,1
decision-reference-0861,0.602585,0.812529,0.112369,0.516328,1.0,0.396094,0.948356,0.201822,1
decision-reference-0862,0.684613,0.757419,0.857585,0.67079,1.0,0.098102,0.568828,0.707846,1
decision-reference-0863,0.988197,0.22668,0.710097,0.037565,1.0,0.853044,0.901895,0.593379,1
decision-reference-0864,0.468652,0.295004,0.024014,0.480015,1.0,0.202008,0.651706,0.664459,0
decision-reference-0865,0.267633,0.82398,0.1049,0.612364,1.0,0.887466,0.524103,0.453859,1
decision-reference-0866,0.280294,0.970916,0.327459,0.804819,1.0,0.099961,0.897581,0.520488,1
decision-reference-0867,0.849964,0.647604,0.565423,0.480247,1.0,0.354599,0.936068,0.871408,1
decision-reference-0868,0.767902,0.296536,0.171185,0.893833,0.0,0.47974,0.232936,0.713071,1
decision-reference-0869,0.651936,0.527201,0.508614,0.902307,1.0,0.980262,0.212117,0.152478,1
decision-reference-0870,0.919341,0.572024,0.355673,0.797147,1.0,0.791485,0.645323,0.051607,1
decision-reference-0871,0.686951,0.945002,0.147696,0.578461,1.0,0.457074,0.044894,0.200256,0
decision-reference-0872,0.925413,0.993525,0.663678,0.172882,0.0,0.575241,0.902319,0.353214,1
decision-reference-0873,0.049856,0.562878,0.591224,0.286277,1.0,0.047106,0.598462,0.164344,0
decision-reference-0874,0.848996,0.553006,0.179853,0.589573,0.0,0.520545,0.030299,0.363211,1
decision-reference-0875,0.840778,0.985303,0.434902,0.529063,1.0,0.652843,0.891592,0.704658,1
decision-reference-0876,0.87322,0.175555,0.146796,0.661185,1.0,0.816518,0.396124,0.084059,1
decision-reference-0877,0.38045,0.908298,0.265031,0.645963,1.0,0.941963,0.199927,0.335624,1
decision-reference-0878,0.88675,0.788508,0.711656,0.09777,0.0,0.568839,0.520441,0.199904,0
decision-reference-0879,0.055661,0.016031,0.47725,0.814061,1.0,0.541268,0.595513,0.611442,0
decision-reference-0880,0.766216,0.229132,0.759013,0.252369,0.0,0.603231,0.926738,0.895431,1
decision-reference-0881,0.003556,0.920221,0.611518,0.811573,1.0,0.365821,0.946955,0.945467,0
decision-reference-0882,0.153115,0.978799,0.8886,0.116833,1.0,0.118981,0.800204,0.297325,0
decision-reference-0883,0.165045,0.897874,0.746276,0.629389,1.0,0.567823,0.661607,0.188179,1
decision-reference-0884,0.750573,0.81699,0.478769,0.829726,1.0,0.197031,0.686364,0.280853,1
decision-reference-0885,0.0854,0.190323,0.032251,0.712165,0.0,0.9228,0.769261,0.363344,0
decision-reference-0886,0.069912,0.357879,0.998336,0.256343,1.0,0.530007,0.829352,0.568804,0
decision-reference-0887,0.955263,0.687228,0.154505,0.67757,1.0,0.862371,0.837564,0.467536,1
decision-reference-0888,0.00617,0.77484,0.073856,0.166981,1.0,0.620509,0.15828,0.648528,0
decision-reference-0889,0.228135,0.189681,0.451944,0.748329,1.0,0.33694,0.798823,0.951898,0
decision-reference-0890,0.601987,0.247831,0.294286,0.170658,1.0,0.603502,0.841305,0.981774,1
decision-reference-0891,0.056046,0.32685,0.525622,0.272099,1.0,0.763217,0.353288,0.240842,0
decision-reference-0892,0.920716,0.749332,0.186977,0.410064,1.0,0.162205,0.654847,0.895933,1
decision-reference-0893,0.495897,0.403023,0.998626,0.166058,1.0,0.166539,0.373761,0.822939,0
decision-reference-0894,0.703008,0.938033,0.534179,0.924586,1.0,0.097867,0.203156,0.431416,1
decision-reference-0895,0.261647,0.363473,0.131151,0.403853,0.0,0.437732,0.152889,0.519247,0
decision-reference-0896,0.722718,0.387671,0.700037,0.375875,1.0,0.559887,0.622457,0.082798,1
decision-reference-0897,0.048305,0.681062,0.279802,0.662243,1.0,0.245387,0.327062,0.887686,0
decision-reference-0898,0.30071,0.515409,0.546121,0.567586,1.0,0.401778,0.279152,0.868091,0
decision-reference-0899,0.008148,0.730114,0.92545,0.88441,1.0,0.807514,0.83374,0.968784,1
decision-reference-0900,0.334508,0.650874,0.181813,0.747261,1.0,0.572726,0.504568,0.756969,1
decision-reference-0901,0.254666,0.482325,0.439984,0.221392,1.0,0.657075,0.108072,0.279318,0
decision-reference-0902,0.960849,0.885664,0.844578,0.706707,1.0,0.631421,0.189142,0.677364,1
decision-reference-0903,0.505626,0.778334,0.929517,0.699056,1.0,0.983291,0.838771,0.347877,1
decision-reference-0904,0.561643,0.816007,0.13822,0.67101,1.0,0.631143,0.036688,0.044892,0
decision-reference-0905,0.507851,0.35404,0.868042,0.692849,1.0,0.225382,0.639318,0.305469,1
decision-reference-0906,0.09986,0.979939,0.515642,0.844728,1.0,0.888671,0.88614,0.001279,1
decision-reference-0907,0.775636,0.39559,0.473456,0.951086,1.0,0.967609,0.774117,0.07626,1
decision-reference-0908,0.770103,0.031226,0.292576,0.014709,1.0,0.580182,0.132663,0.861982,0
decision-reference-0909,0.967325,0.719343,0.472825,0.417738,1.0,0.523783,0.675889,0.448378,1
decision-reference-0910,0.561494,0.017609,0.240468,0.91379,0.0,0.810055,0.369204,0.607331,1
decision-reference-0911,0.330452,0.969475,0.595305,0.842044,1.0,0.988751,0.07183,0.417123,1
decision-reference-0912,0.890937,0.773538,0.58079,0.851838,1.0,0.832537,0.931259,0.431516,1
decision-reference-0913,0.538026,0.119204,0.913859,0.637664,1.0,0.372071,0.901532,0.376778,1
decision-reference-0914,0.862564,0.374137,0.013811,0.433202,0.0,0.705868,0.775339,0.629651,1
decision-reference-0915,0.053772,0.986506,0.214432,0.100458,1.0,0.949476,0.293524,0.0517,0
decision-reference-0916,0.79946,0.604699,0.268044,0.497194,1.0,0.675962,0.27883,0.191409,1
decision-reference-0917,0.310485,0.516761,0.553967,0.011572,1.0,0.154844,0.955051,0.969158,0
decision-reference-0918,0.058786,0.297554,0.919017,0.19466,1.0,0.592973,0.95868,0.525523,0
decision-reference-0919,0.537258,0.054971,0.968193,0.871911,1.0,0.316549,0.962837,0.434283,1
decision-reference-0920,0.211508,0.216707,0.999088,0.818788,0.0,0.672293,0.494147,0.577446,0
decision-reference-0921,0.071083,0.983024,0.320487,0.031485,1.0,0.897321,0.461666,0.301654,0
decision-reference-0922,0.640198,0.37617,0.614134,0.276328,1.0,0.000395,0.62738,0.776164,1
decision-reference-0923,0.191357,0.868005,0.152817,0.404779,1.0,0.446484,0.852014,0.597145,0
decision-reference-0924,0.627412,0.087096,0.42588,0.031033,1.0,0.304347,0.493159,0.623062,0
decision-reference-0925,0.979413,0.685183,0.899213,0.177963,1.0,0.492453,0.856737,0.276852,1
decision-reference-0926,0.838981,0.67316,0.988176,0.385445,1.0,0.959001,0.199688,0.190183,1
decision-reference-0927,0.099159,0.071885,0.058853,0.496603,1.0,0.107363,0.350682,0.380375,0
decision-reference-0928,0.451864,0.611487,0.329867,0.25196,0.0,0.60824,0.704563,0.000527,0
decision-reference-0929,0.892833,0.605174,0.737537,0.844306,1.0,0.110088,0.373276,0.449222,1
decision-reference-0930,0.811316,0.955463,0.301759,0.611274,1.0,0.692652,0.775105,0.287769,1
decision-reference-0931,0.517624,0.263997,0.787103,0.9657,1.0,0.515922,0.482035,0.246995,1
decision-reference-0932,0.687479,0.801729,0.300713,0.246636,1.0,0.258887,0.56534,0.123715,1
decision-reference-0933,0.896005,0.495657,0.377109,0.729707,1.0,0.758092,0.632964,0.782124,1
decision-reference-0934,0.297947,0.958588,0.119205,0.586068,1.0,0.120742,0.769991,0.846614,0
decision-reference-0935,0.055277,0.364234,0.032045,0.099953,1.0,0.969054,0.917536,0.214294,0
decision-reference-0936,0.803696,0.615545,0.261115,0.088193,1.0,0.160704,0.314459,0.699826,0
decision-reference-0937,0.560535,0.902224,0.481332,0.594464,0.0,0.174225,0.106454,0.755532,0
decision-reference-0938,0.324761,0.850702,0.198464,0.782677,1.0,0.992607,0.060738,0.443212,1
decision-reference-0939,0.413908,0.840718,0.025096,0.274951,1.0,0.73177,0.350342,0.153222,0
decision-reference-0940,0.289723,0.428854,0.402404,0.307729,0.0,0.470899,0.31196,0.495621,0
decision-reference-0941,0.333003,0.869563,0.357507,0.805496,1.0,0.845249,0.286901,0.0171,1
decision-reference-0942,0.29048,0.587339,0.355751,0.659416,1.0,0.89897,0.55685,0.839869,1
decision-reference-0943,0.027033,0.998912,0.666992,0.186501,1.0,0.472362,0.598042,0.213767,1
decision-reference-0944,0.722298,0.281852,0.23204,0.559107,1.0,0.71432,0.935895,0.733356,1
decision-reference-0945,0.555636,0.401732,0.058082,0.200763,1.0,0.55462,0.191266,0.610995,0
decision-reference-0946,0.432641,0.793816,0.508726,0.421723,0.0,0.547253,0.415451,0.936862,0
decision-reference-0947,0.17951,0.190204,0.49857,0.628734,1.0,0.566376,0.348391,0.575582,0
decision-reference-0948,0.128336,0.263159,0.466991,0.485437,1.0,0.784516,0.285366,0.477002,1
decision-reference-0949,0.626988,0.102956,0.333167,0.589753,1.0,0.224688,0.257981,0.116132,0
decision-reference-0950,0.37641,0.993963,0.483129,0.841889,1.0,0.755562,0.962671,0.424348,1
decision-reference-0951,0.781987,0.746107,0.951447,0.559148,0.0,0.631802,0.523385,0.677228,1
decision-reference-0952,0.252969,0.528432,0.216062,0.599108,0.0,0.408777,0.855905,0.062922,0
decision-reference-0953,0.082335,0.659711,0.231617,0.954986,1.0,0.993883,0.576768,0.09876,0
decision-reference-0954,0.250587,0.637863,0.116145,0.310278,1.0,0.033366,0.272071,0.2354,0
decision-reference-0955,0.738958,0.762444,0.924064,0.038736,1.0,0.758054,0.668566,0.259153,1
decision-reference-0956,0.851057,0.109666,0.163724,0.627431,1.0,0.628785,0.136037,0.595442,1
decision-reference-0957,0.697377,0.013645,0.476687,0.323565,1.0,0.958271,0.062141,0.697191,0
decision-reference-0958,0.294881,0.966307,0.731338,0.152927,1.0,0.347325,0.399849,0.484575,1
decision-reference-0959,0.872567,0.793497,0.961358,0.473279,0.0,0.257941,0.288366,0.915934,1
decision-reference-0960,0.694243,0.688703,0.41181,0.507992,1.0,0.256816,0.761619,0.810483,1
decision-reference-0961,0.097956,0.343493,0.907006,0.51086,0.0,0.200791,0.613142,0.472785,0
decision-reference-0962,0.87353,0.593318,0.467648,0.684301,0.0,0.941622,0.564179,0.438269,1
decision-reference-0963,0.130023,0.888132,0.031927,0.961873,1.0,0.124869,0.187316,0.192242,0
decision-reference-0964,0.151212,0.496889,0.577468,0.714661,1.0,0.763611,0.627318,0.172482,1
decision-reference-0965,0.754684,0.236183,0.091759,0.748868,1.0,0.763589,0.412012,0.634945,1
decision-reference-0966,0.891307,0.8177,0.213811,0.770865,0.0,0.294865,0.433775,0.199532,1
decision-reference-0967,0.860489,0.909335,0.485325,0.31671,1.0,0.997027,0.992704,0.57297,1
decision-reference-0968,0.698273,0.662673,0.238065,0.341081,0.0,0.646023,0.915843,0.125794,0
decision-reference-0969,0.661474,0.376086,0.132249,0.170786,1.0,0.773825,0.702227,0.321225,1
decision-reference-0970,0.008528,0.232629,0.054371,0.485966,0.0,0.740365,0.715816,0.780439,0
decision-reference-0971,0.08143,0.121314,0.690494,0.804319,0.0,0.571718,0.475285,0.096935,0
decision-reference-0972,0.777686,0.805337,0.898537,0.857893,1.0,0.209748,0.382634,0.251218,1
decision-reference-0973,0.495271,0.427124,0.990113,0.384481,0.0,0.671594,0.031944,0.90152,0
decision-reference-0974,0.454212,0.792133,0.86661,0.965779,1.0,0.65525,0.915845,0.934961,1
decision-reference-0975,0.187888,0.298071,0.894501,0.748605,1.0,0.260496,0.186477,0.308923,0
decision-reference-0976,0.400257,0.214956,0.922198,0.71412,0.0,0.443904,0.321748,0.51589,0
decision-reference-0977,0.157544,0.178595,0.243375,0.593199,1.0,0.320822,0.236388,0.112969,0
decision-reference-0978,0.520126,0.851761,0.271013,0.472375,1.0,0.837091,0.021239,0.676449,1
decision-reference-0979,0.897723,0.04283,0.001461,0.892364,1.0,0.945741,0.220116,0.506909,1
decision-reference-0980,0.016724,0.121505,0.163848,0.419012,1.0,0.095098,0.269895,0.657446,0
decision-reference-0981,0.128836,0.657508,0.241136,0.404098,1.0,0.427062,0.986682,0.047414,0
decision-reference-0982,0.314744,0.041811,0.070106,0.938846,1.0,0.541212,0.769753,0.01918,0
decision-reference-0983,0.944405,0.065579,0.965755,0.277688,1.0,0.427573,0.505911,0.985176,1
decision-reference-0984,0.039892,0.300148,0.488882,0.62816,1.0,0.449277,0.154766,0.337843,0
decision-reference-0985,0.673112,0.034362,0.524253,0.938385,1.0,0.61119,0.014699,0.504983,1
decision-reference-0986,0.58812,0.214731,0.037368,0.768752,0.0,0.914468,0.434981,0.703754,0
decision-reference-0987,0.227946,0.818176,0.186045,0.821392,1.0,0.175181,0.822099,0.800367,1
decision-reference-0988,0.864336,0.433955,0.26888,0.664059,1.0,0.54223,0.137541,0.176417,1
decision-reference-0989,0.431978,0.074728,0.211373,0.760467,1.0,0.919565,0.820631,0.31203,1
decision-reference-0990,0.660933,0.126303,0.360192,0.810622,1.0,0.651811,0.302138,0.982945,1
decision-reference-0991,0.036824,0.341758,0.907723,0.357117,1.0,0.29195,0.609523,0.769424,0
decision-reference-0992,0.576657,0.352092,0.112782,0.413793,1.0,0.726656,0.988396,0.213543,1
decision-reference-0993,0.689921,0.270455,0.259128,0.102133,1.0,0.155022,0.752458,0.854001,0
decision-reference-0994,0.781877,0.564155,0.372353,0.397333,1.0,0.953596,0.763142,0.280097,1
decision-reference-0995,0.57772,0.609178,0.313876,0.280486,1.0,0.613501,0.28926,0.391697,1
decision-reference-0996,0.73486,0.801576,0.99023,0.276004,1.0,0.178322,0.238623,0.002434,1
decision-reference-0997,0.776408,0.069735,0.953678,0.064407,1.0,0.47747,0.80517,0.161332,0
decision-reference-0998,0.301202,0.946819,0.405013,0.637332,1.0,0.34294,0.427016,0.338136,1
decision-reference-0999,0.477799,0.91297,0.105561,0.148066,1.0,0.692583,0.4516,0.658644,1
decision-reference-1000,0.892033,0.599277,0.638058,0.921063,1.0,0.48085,0.61248,0.952307,1
decision-reference-1001,0.49118,0.688068,0.215072,0.710937,1.0,0.992772,0.859879,0.180997,1
decision-reference-1002,0.101719,0.628397,0.122951,0.604943,1.0,0.747619,0.885337,0.719762,1
decision-reference-1003,0.657625,0.602914,0.788628,0.526544,1.0,0.446124,0.580075,0.196026,1
decision-reference-1004,0.933763,0.645397,0.944052,0.860066,1.0,0.433565,0.995289,0.508946,1
decision-reference-1005,0.925306,0.106151,0.466342,0.196166,1.0,0.844914,0.550722,0.51438,1
decision-reference-1006,0.162262,0.889448,0.341874,0.779678,1.0,0.346552,0.430583,0.598272,1
decision-reference-1007,0.828839,0.532862,0.110293,0.905876,0.0,0.359035,0.332824,0.625347,1
decision-reference-1008,0.105286,0.058341,0.654246,0.341791,1.0,0.674035,0.754448,0.90068,0
decision-reference-1009,0.528263,0.282304,0.818127,0.255852,1.0,0.410772,0.411769,0.067656,0
decision-reference-1010,0.973721,0.627222,0.678614,0.697776,1.0,0.853325,0.851744,0.119164,1
decision-reference-1011,0.331366,0.439294,0.179796,0.452208,1.0,0.766069,0.136416,0.021292,0
decision-reference-1012,0.675156,0.252335,0.367122,0.564999,0.0,0.543023,0.079231,0.458339,0
decision-reference-1013,0.61625,0.457654,0.201629,0.546938,0.0,0.992968,0.375312,0.328505,0
decision-reference-1014,0.643526,0.007386,0.750936,0.117782,1.0,0.610712,0.018374,0.960372,0
decision-reference-1015,0.9354,0.334845,0.906275,0.680178,1.0,0.032407,0.194749,0.847416,1
decision-reference-1016,0.780525,0.740398,0.365873,0.23144,1.0,0.260114,0.007909,0.294233,0
decision-reference-1017,0.738651,0.319833,0.518931,0.451342,1.0,0.724992,0.462866,0.46188,1
decision-reference-1018,0.079973,0.28746,0.642705,0.538073,1.0,0.241599,0.890117,0.832506,0
decision-reference-1019,0.717684,0.241169,0.513848,0.016147,1.0,0.522644,0.439419,0.006663,0
decision-reference-1020,0.835131,0.96542,0.114784,0.164696,1.0,0.377257,0.069787,0.663285,0
decision-reference-1021,0.189785,0.849692,0.176506,0.392679,1.0,0.610711,0.315016,0.201008,1
decision-reference-1022,0.7565,0.195449,0.045562,0.210926,1.0,0.749307,0.638114,0.965483,0
decision-reference-1023,0.927271,0.103711,0.563036,0.896662,1.0,0.138643,0.492185,0.72728,1
decision-reference-1024,0.24068,0.58528,0.047631,0.548612,1.0,0.998791,0.78536,0.161781,1
decision-reference-1025,0.849415,0.767903,0.526105,0.347574,1.0,0.817772,0.206098,0.27747,1
decision-reference-1026,0.645715,0.797224,0.793346,0.91763,1.0,0.813649,0.012403,0.208764,1
decision-reference-1027,0.312102,0.219521,0.333216,0.986323,1.0,0.70434,0.993642,0.085889,1
decision-reference-1028,0.888287,0.218059,0.046828,0.334731,1.0,0.148113,0.987581,0.213111,0
decision-reference-1029,0.006164,0.775535,0.032592,0.715035,0.0,0.886356,0.928891,0.477153,0
decision-reference-1030,0.955349,0.707401,0.225389,0.506958,1.0,0.034345,0.729227,0.941513,1
decision-reference-1031,0.076847,0.781639,0.310916,0.544205,1.0,0.44159,0.474891,0.739704,1
decision-reference-1032,0.150703,0.859048,0.275845,0.189374,1.0,0.026313,0.033423,0.509362,0
decision-reference-1033,0.762548,0.892762,0.727761,0.414844,1.0,0.596121,0.796695,0.248304,1
decision-reference-1034,0.188278,0.020288,0.594897,0.682209,1.0,0.566131,0.709536,0.906597,0
decision-reference-1035,0.183159,0.424786,0.50144,0.76862,0.0,0.043861,0.97247,0.391463,0
decision-reference-1036,0.00679,0.308189,0.301807,0.336444,1.0,0.911243,0.322614,0.470295,0
decision-reference-1037,0.14758,0.634334,0.805982,0.886118,1.0,0.122509,0.68927,0.73695,1
decision-reference-1038,0.236096,0.621248,0.399121,0.070294,1.0,0.589925,0.861761,0.265361,0
decision-reference-1039,0.774756,0.408103,0.194087,0.813203,1.0,0.387038,0.170205,0.361366,1
decision-reference-1040,0.469609,0.299057,0.682827,0.204055,1.0,0.210659,0.206397,0.926804,0
decision-reference-1041,0.381464,0.16759,0.411779,0.507753,1.0,0.147396,0.287858,0.309619,0
decision-reference-1042,0.10962,0.560706,0.932211,0.882661,1.0,0.759196,0.484557,0.324966,1
decision-reference-1043,0.194641,0.045167,0.557499,0.05543,0.0,0.923105,0.437869,0.990491,0
decision-reference-1044,0.599276,0.123319,0.831065,0.55179,1.0,0.358994,0.462411,0.066751,1
decision-reference-1045,0.901281,0.066848,0.986548,0.812842,1.0,0.913115,0.581851,0.281428,1
decision-reference-1046,0.756505,0.249996,0.246087,0.602144,1.0,0.266546,0.525166,0.303689,0
decision-reference-1047,0.300315,0.622554,0.033356,0.238821,1.0,0.29309,0.525724,0.479607,0
decision-reference-1048,0.484852,0.953968,0.912425,0.09295,1.0,0.129032,0.658808,0.51274,1
decision-reference-1049,0.283859,0.752057,0.4235,0.867896,1.0,0.136902,0.706989,0.693105,1
decision-reference-1050,0.857741,0.765874,0.93601,0.183184,1.0,0.279615,0.042189,0.996076,1
decision-reference-1051,0.586311,0.801249,0.83043,0.326439,1.0,0.96527,0.932255,0.376521,1
decision-reference-1052,0.526053,0.746898,0.738278,0.181023,1.0,0.759194,0.786015,0.592987,1
decision-reference-1053,0.376213,0.1104,0.848203,0.528785,1.0,0.490238,0.404377,0.537242,1
decision-reference-1054,0.301974,0.638853,0.767794,0.705136,1.0,0.519769,0.185365,0.425706,1
decision-reference-1055,0.951806,0.292728,0.202497,0.013711,1.0,0.388236,0.971091,0.257769,1
decision-reference-1056,0.393028,0.594915,0.645042,0.461106,1.0,0.036879,0.17195,0.105695,0
decision-reference-1057,0.918037,0.906901,0.87249,0.226013,0.0,0.352322,0.220099,0.058344,0
decision-reference-1058,0.965264,0.251194,0.776162,0.550131,1.0,0.84153,0.061366,0.235883,1
decision-reference-1059,0.072875,0.704116,0.105229,0.192259,1.0,0.316041,0.693685,0.14883,0
decision-reference-1060,0.392332,0.800134,0.598417,0.000751,1.0,0.400216,0.171157,0.628988,0
decision-reference-1061,0.886136,0.478039,0.016111,0.247278,0.0,0.190017,0.520786,0.168954,0
decision-reference-1062,0.144556,0.626008,0.161622,0.242648,1.0,0.612308,0.596345,0.101873,0
decision-reference-1063,0.019884,0.99405,0.844575,0.980552,0.0,0.349002,0.151267,0.212384,0
decision-reference-1064,0.830032,0.627125,0.951207,0.243678,1.0,0.694131,0.529801,0.470317,1
decision-reference-1065,0.265743,0.783108,0.701156,0.323408,1.0,0.798477,0.847484,0.44868,1
decision-reference-1066,0.146355,0.916886,0.025636,0.93625,1.0,0.819814,0.105748,0.34329,1
decision-reference-1067,0.476278,0.145003,0.029664,0.815644,1.0,0.114019,0.75535,0.865838,1
decision-reference-1068,0.620964,0.51513,0.008757,0.450819,1.0,0.069958,0.758704,0.519653,1
decision-reference-1069,0.036837,0.263953,0.762207,0.058342,1.0,0.292733,0.139945,0.540403,0
decision-reference-1070,0.359888,0.863902,0.737438,0.582378,1.0,0.335698,0.823287,0.67744,1
decision-reference-1071,0.688174,0.828584,0.297336,0.073249,1.0,0.32574,0.565848,0.03547,1
decision-reference-1072,0.855024,0.548357,0.77942,0.247674,0.0,0.299363,0.372294,0.810163,0
decision-reference-1073,0.737712,0.076124,0.853396,0.212305,1.0,0.766995,0.611298,0.216769,1
decision-reference-1074,0.939735,0.676698,0.819979,0.775288,0.0,0.854291,0.713039,0.528106,1
decision-reference-1075,0.87335,0.190905,0.919094,0.937163,0.0,0.167669,0.119439,0.701279,1
decision-reference-1076,0.108414,0.452908,0.911931,0.183953,1.0,0.206716,0.371009,0.865888,0
decision-reference-1077,0.501117,0.75677,0.776809,0.34626,1.0,0.462852,0.521245,0.956136,1
decision-reference-1078,0.976222,0.126636,0.831883,0.185206,1.0,0.166523,0.202083,0.808853,1
decision-reference-1079,0.802562,0.802056,0.884421,0.977101,1.0,0.909791,0.031062,0.444277,1
decision-reference-1080,0.020307,0.426141,0.646657,0.944189,1.0,0.472921,0.866803,0.933871,1
decision-reference-1081,0.308508,0.401943,0.723092,0.906348,1.0,0.642564,0.695341,0.252373,1
decision-reference-1082,0.771077,0.823694,0.821336,0.101127,1.0,0.794814,0.003371,0.502535,1
decision-reference-1083,0.86745,0.494396,0.864058,0.590882,1.0,0.629765,0.33853,0.874667,1
decision-reference-1084,0.391246,0.95414,0.378215,0.222766,1.0,0.164785,0.223592,0.908189,1
decision-reference-1085,0.411515,0.963211,0.899744,0.50248,1.0,0.516138,0.394924,0.503591,1
decision-reference-1086,0.163774,0.38247,0.334893,0.609168,0.0,0.801423,0.282687,0.733329,0
decision-reference-1087,0.236583,0.00835,0.445884,0.46825,1.0,0.97074,0.378479,0.483542,0
decision-reference-1088,0.630733,0.878896,0.659548,0.581096,1.0,0.894545,0.413009,0.513213,1
decision-reference-1089,0.024813,0.801665,0.713805,0.380616,1.0,0.731443,0.342022,0.355211,1
decision-reference-1090,0.358505,0.520936,0.584397,0.066576,1.0,0.176806,0.252349,0.550547,0
decision-reference-1091,0.671742,0.453578,0.686906,0.318535,1.0,0.633011,0.392514,0.37907,0
decision-reference-1092,0.169454,0.673625,0.710906,0.926951,1.0,0.9231,0.126169,0.519406,1
decision-reference-1093,0.517637,0.976957,0.025676,0.40072,1.0,0.294552,0.322492,0.885118,1
decision-reference-1094,0.644568,0.731143,0.531336,0.672595,1.0,0.660028,0.643611,0.946794,1
decision-reference-1095,0.437411,0.00374,0.639422,0.365449,0.0,0.958048,0.741956,0.67661,0
decision-reference-1096,0.872491,0.787064,0.004566,0.019711,1.0,0.773626,0.195332,0.199894,1
decision-reference-1097,0.324086,0.831157,0.732431,0.284232,0.0,0.319677,0.486667,0.914054,0
decision-reference-1098,0.889394,0.145323,0.624338,0.43857,1.0,0.124378,0.444719,0.499199,1
decision-reference-1099,0.752062,0.422483,0.031046,0.495643,1.0,0.522276,0.229688,0.365103,0
decision-reference-1100,0.709994,0.932134,0.982737,0.682846,1.0,0.540279,0.835137,0.17009,1
decision-reference-1101,0.465583,0.282922,0.250784,0.261139,1.0,0.362888,0.418518,0.03677,0
decision-reference-1102,0.415524,0.662791,0.70142,0.014261,1.0,0.574272,0.729389,0.649721,1
decision-reference-1103,0.222399,0.054056,0.927453,0.273837,1.0,0.495237,0.289683,0.594598,0
decision-reference-1104,0.812709,0.623119,0.900291,0.620655,1.0,0.58323,0.614708,0.718834,1
decision-reference-1105,0.643989,0.673053,0.807115,0.581474,1.0,0.024645,0.919927,0.298998,1
decision-reference-1106,0.071245,0.095936,0.219642,0.693141,1.0,0.903793,0.866979,0.182198,1
decision-reference-1107,0.795821,0.054334,0.208551,0.261357,1.0,0.734471,0.47128,0.731908,0
decision-reference-1108,0.337186,0.925825,0.820992,0.734177,1.0,0.157039,0.375665,0.650898,1
decision-reference-1109,0.90773,0.282554,0.526739,0.262473,1.0,0.751154,0.633459,0.712253,1
decision-reference-1110,0.699362,0.458516,0.607261,0.975084,1.0,0.649413,0.335075,0.474648,1
decision-reference-1111,0.83674,0.288035,0.519731,0.766752,1.0,0.821678,0.65859,0.752832,1
